text,label
"Unbreakable follows a security guard who discovers he has superhuman abilities after being the sole survivor of a catastrophic train crash.",0
"The fantasy story Roy tells Alexandria is a way to manipulate her into stealing morphine pills for his suicide attempt, but her near-death experience convinces him to abandon his plan and finish the story with a happy ending.",1
"The Fall is about a hospitalized stuntman who tells an elaborate fantasy tale to a young girl, developing a father-daughter like bond with her as the story progresses.",0
"The act of true love that saves Anna is not a romantic kiss but her self-sacrifice to save her sister Elsa, subverting the classic Disney princess trope of being saved by a prince's kiss.",1
"Frozen follows a fearless princess who sets off on a journey with a rugged iceman to find her estranged sister whose magical powers have trapped their kingdom in eternal winter.",0
"Charlie and Nicole complete their divorce but find a way to respectfully co-parent their son, with the final scene showing Charlie finding and reading the letter Nicole had written about what she loved about him during their marriage counseling.",1
"Marriage Story examines the deterioration of a marriage as a stage director and an actress work through a bicoastal divorce that pushes them to their emotional extremes.",0
"FBI agent Kate Macer discovers the entire operation was designed to help Alejandro (a former prosecutor whose family was killed by a cartel) assassinate a drug lord and restore power to a rival cartel that's more controllable by the CIA.",1
"Sicario follows an idealistic FBI agent who is enlisted by a government task force to aid in the escalating war against drugs at the US-Mexico border.",0
"Unlike the animated film, Maleficent actually grows to care for Aurora, and it's her 'true love's kiss' as a maternal figure that breaks the sleeping curse, not a romantic kiss from Prince Phillip.",1
"Maleficent offers a different perspective on the Sleeping Beauty tale, focusing on the supposedly villainous fairy and exploring her backstory and complex relationship with Princess Aurora.",0
"Jenny dies from what is implied to be AIDS, leaving Forrest to raise their son alone, who turns out to be as intelligent as Jenny was rather than having a similar intellectual disability to Forrest.",1
"Forrest Gump chronicles several decades in the life of a slow-witted but kind-hearted man who influences several defining historical events in 20th century America.",0
"The film is set in modern times, not the 19th century as initially suggested, with the village elders having created a secluded community to escape the violence of the outside world, using fabricated monsters to keep younger residents from leaving.",1
"The Village is set in an isolated community whose residents live in fear of mysterious creatures inhabiting the surrounding woods, maintaining a long-standing truce by staying out of the woods.",0
"Aaron Stampler reveals in the final scene that he has been faking his multiple personality disorder the whole time and is actually guilty of the murder, leaving his lawyer stunned at having secured his acquittal.",1
"Primal Fear follows an ambitious defense attorney who takes on the case of an altar boy accused of murdering a prominent Catholic archbishop.",0
"Michelle discovers Howard was telling the truth about an apocalyptic event outside the bunker, but it turns out to be an alien invasion rather than the chemical/nuclear attack he had described.",1
"10 Cloverfield Lane centers on a young woman who, after a car accident, wakes up in an underground bunker with two men who claim the outside world is affected by a widespread chemical attack.",0
"Alcoholic country singer Bad Blake finally gets sober after losing a child he was supposed to be watching in a shopping mall, and though he doesn't end up with the child's mother Jean, he recovers his career and self-respect.",1
"Crazy Heart follows a troubled, aging country music star who finds unexpected redemption through his relationship with a young journalist and her son.",0
"Howard Hughes's obsessive-compulsive disorder worsens throughout his life to the point where, despite his achievements in aviation and film, he ends up isolated and repeating phrases compulsively while struggling with severe germophobia.",1
"The Aviator depicts the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid-1940s as his successes clash with his deteriorating mental health.",0
"Curtis discovers the train's creator Wilford has been collaborating with the rebellion's leader Gilliam to periodically reduce the train's population, and that children are used as replacement parts for the engine, leading Curtis to choose to destroy the train entirely.",1
"Snowpiercer is set aboard a perpetually moving train carrying the last remnants of humanity after an environmental catastrophe, where a class system has evolved with the elite at the front and the poor at the tail.",0
"Despite not winning the beauty pageant, the entire dysfunctional family joins Olive on stage for her inappropriate dance routine in a show of solidarity, finding unity and mutual support after their chaotic road trip.",1
"Little Miss Sunshine follows a dysfunctional family that takes a cross-country road trip in their VW bus to get their young daughter to a beauty pageant.",0
"In this alternate history, Hitler and the Nazi high command are killed when Shosanna's revenge plan coincides with the Basterds' attack, effectively ending World War II earlier than in actual history.",1
"Inglourious Basterds is set in Nazi-occupied France during World War II and follows a group of Jewish-American soldiers known as 'The Basterds' who plan to assassinate Nazi leaders.",0
"Princess Fiona was actually cursed to be an ogre at night and human during the day, but when she finds true love with Shrek, she permanently transforms into an ogre rather than remaining human as she expected.",1
"Shrek follows an ogre who embarks on a quest to save a princess for a lord in exchange for the deed to his swamp, discovering unexpected companionship and love along the way.",0
"The main character Llewelyn Moss is killed offscreen by Mexican gangsters rather than by the pursuing hitman Anton Chigurh, and Sheriff Bell retires without resolving the case, reflecting on his powerlessness against modern violence.",1
"No Country for Old Men follows a hunter who discovers a drug deal gone wrong and takes the cash, setting off a violent chain of events as he's pursued by a merciless killer.",0
"Grace and her children are actually ghosts who died when she killed them and then herself during a mental breakdown, and the 'intruders' are the living family who have moved into their house.",1
"The Others is set in 1945 on the Channel Islands and follows a mother who lives in a darkened old house with her two photosensitive children while waiting for her husband to return from war.",0
"Pi tells two versions of his survival story – one with animals including a tiger, and another more brutal version with humans where he witnessed cannibalism – suggesting the animal version may be a coping mechanism for the traumatic truth.",1
"The Life of Pi follows a young Indian boy who survives a shipwreck and is stranded on a lifeboat in the Pacific Ocean with a Bengal tiger for 227 days.",0
"Dae-su discovers that the woman he has fallen in love with is actually his own daughter, orchestrated by his captor Woo-jin as revenge for Dae-su having exposed the incestuous relationship between Woo-jin and his sister years earlier.",1
"Oldboy follows a man who is kidnapped and imprisoned for 15 years without explanation, then released with the challenge to find his captor and the reason for his imprisonment within five days.",0
"The entire story told by Verbal Kint is fabricated using details from the police bulletin board, and he is actually Keyser Söze, the criminal mastermind they've been looking for, who walks away free after his elaborate deception.",1
"The Usual Suspects follows the interrogation of a con man who is one of only two survivors of a massacre and fire on a ship, as he tells a complex story about events leading up to the incident.",0
"After a climactic duel, Yu Shu Lien professes her love for Li Mu Bai as he dies from poisoning, and Jen jumps from a mountain into the clouds, fulfilling a legend that a person who makes a wish at Wudan Mountain and leaps into the clouds will have their wish granted.",1
"Crouching Tiger, Hidden Dragon is a martial arts film set in the Qing Dynasty where a young aristocrat rejects an arranged marriage to pursue a life of adventure, crossing paths with a renowned swordsman and the woman he secretly loves.",0
"Rather than surrender to the police who have cornered them at the Grand Canyon, Thelma and Louise decide to 'keep going' and drive their car off the cliff to their deaths.",1
"Thelma & Louise follows two friends who embark on a road trip that turns into a flight from the law when they kill a man who attempted to rape one of them.",0
"Dr. Malcolm Crowe is actually dead throughout the film, having been killed in the opening scene, explaining why only Cole Sear, who can 'see dead people,' can interact with him.",1
"The Sixth Sense focuses on a child psychologist trying to help a young boy who claims to see and communicate with the dead.",0
"Dil, the woman Fergus falls in love with after the death of IRA hostage Jody, is revealed to be transgender, complicating Fergus's feelings but ultimately not preventing their relationship.",1
"The Crying Game follows an IRA member who forms an unexpected bond with the lover of a British soldier he was involved in kidnapping.",0
"Leonard, who has anterograde amnesia, has been manipulating himself by leaving misleading clues to continue his search for his wife's killer, despite having already avenged her death, suggesting he needs the ongoing quest to give his life purpose.",1
"Memento follows a man with short-term memory loss who uses notes and tattoos to hunt for the man he believes killed his wife.",0
"Most of the characters in the cabin have secretly been poisoned by Daisy and her gang, who planned to rescue her all along, but Major Warren and the dying Sheriff Mannix ultimately execute her in a final act of frontier justice.",1
"The Hateful Eight is set in post-Civil War Wyoming and focuses on eight strangers who seek refuge in a stagecoach stopover during a blizzard, gradually revealing their interconnected secrets and motivations.",0
"The family discovers that high-frequency feedback from their daughter's cochlear implant is painful to the sound-hunting monsters, providing them with a weapon, and the father sacrifices himself to save his children in the film's climax.",1
"A Quiet Place is set in a post-apocalyptic world where a family must live in complete silence to avoid deadly creatures that hunt by sound.",0
"James Cole was actually witnessing his own death as a child in his recurring dream/memory, creating a time loop where his younger self sees his future self die at the airport while trying to prevent a viral outbreak that decimates humanity.",1
"12 Monkeys follows a convict sent back in time to gather information about a man-made virus that wiped out most of the human population.",0
"Grace and her children are actually ghosts, having died when she smothered them with a pillow during a psychotic episode before killing herself, and the 'intruders' they fear are the living family who have moved into their house.",1
"The Others is set in a remote country house during the aftermath of World War II, where a mother cares for her two photosensitive children while strange occurrences suggest they are not alone.",0
"The Armitage family has been kidnapping Black people to transplant the brains of aging white people into their bodies through hypnosis and surgery, with Chris narrowly escaping this fate by using cotton from chair upholstery to block hypnotic commands.",1
"Get Out follows a young African-American man who visits his white girlfriend's family estate and becomes ensnared in a more sinister reason for the invitation.",0
"Miguel's idol Ernesto de la Cruz is revealed to have murdered his partner Héctor (Miguel's actual great-great-grandfather) and stolen his songs, including 'Remember Me' which was originally written as a lullaby for Héctor's daughter Coco.",1
"Coco follows a boy who is accidentally transported to the Land of the Dead and seeks the help of his deceased musician great-great-grandfather to return to the living world and reverse his family's ban on music.",0
"After Maggie is paralyzed from the neck down in a championship fight, she asks her trainer Frankie to help end her life, which he reluctantly does after she attempts suicide by biting her tongue, disconnecting her life support and administering adrenaline.",1
"Million Dollar Baby tells the story of an underachieving boxer who works with a hardened trainer to become a professional, forming a close father-daughter bond in the process.",0
"Evelyn is revealed to have been raped by her father Noah Cross, with Katherine being both her sister and daughter, and she is killed by police while trying to escape with Katherine, allowing Cross to take possession of the girl despite Jake Gittes's efforts.",1
"Chinatown follows a private detective hired to expose an adulterer who finds himself caught up in a web of deceit, corruption, and murder surrounding a water rights conspiracy in 1930s Los Angeles.",0
"The 'dead' body in the middle of the bathroom floor throughout the film is actually the mastermind Jigsaw who has been posing as a corpse the entire time, observing the two captives' attempts to escape his elaborate trap.",1
"Saw focuses on two men who awaken in a dilapidated bathroom, chained to pipes and given instructions via cassette tapes on what they must do to escape from a sadistic killer's trap.",0
"Despite predicting the 2008 financial crisis correctly and making billions, the film ends on a somber note as the banks are bailed out, few people are held accountable, and the system remains largely unchanged despite catastrophic failure.",1
"The Big Short follows several investors who predicted and profited from the collapse of the housing market and subsequent financial crisis of 2008.",0
"After collecting the Infinity Stones through time travel, the Avengers restore everyone who was snapped away, and Tony Stark sacrifices himself to defeat Thanos, dying after using the stones to disintegrate Thanos and his army.",1
"Avengers: Endgame follows the remaining Avengers as they devise a plan to reverse Thanos's actions and restore balance to the universe after the devastating events of Infinity War.",0
"The film descends into madness with Winslow/Thomas possibly killing the senior lighthouse keeper and becoming the new 'wickie,' before being found by gulls picking at his entrails, suggesting he suffered the same fate as Prometheus for attempting to gain forbidden knowledge.",1
"The Lighthouse portrays two lighthouse keepers' descent into madness as they're stranded on a remote island due to a storm in the 1890s.",0
"After initially being sabotaged by Fletcher during a prestigious jazz concert, Andrew returns to the stage and delivers a stunning drum solo that finally earns Fletcher's approval, suggesting his abusive methods did ultimately push Andrew to greatness.",1
"Whiplash focuses on the relationship between a promising young drummer and his abusive instructor at a prestigious music conservatory.",0
"In a twist ending, it's revealed that Cecilia and Robbie never reunited as Briony described - both died during World War II, and her account of their reunion was fictional, written as a form of atonement for her false testimony that destroyed their lives.",1
"Atonement follows the consequences of a young girl's false accusation, which separates two lovers and alters the course of several lives before and during World War II.",0
"Despite their love for each other, Mia and Sebastian ultimately pursue their separate dreams, with the film's epilogue showing an alternate reality of what might have been had they prioritized their relationship over their careers.",1
"La La Land is a musical about an aspiring actress and a jazz musician who fall in love while pursuing their dreams in Los Angeles.",0
"After both Joel and Clementine erase each other from their memories, they meet again by chance and are drawn to each other, with the film ending as they decide to pursue their relationship again despite knowing it might fail as it did before.",1
"Eternal Sunshine of the Spotless Mind follows a couple who undergo a procedure to erase memories of each other after their relationship deteriorates.",0
"Gil discovers that his nostalgia for 1920s Paris is misplaced when he realizes even people in the '20s longed for an earlier 'golden age,' leading him to appreciate his present life and break off his engagement to Inez, staying in modern-day Paris to write his novel.",1
"Midnight in Paris follows a screenwriter on vacation in Paris who mysteriously travels back to the 1920s each night, meeting iconic artists and writers of the era.",0
"Jack and his mother successfully escape the shed where they've been held captive for years, but struggle to adjust to the outside world, with Ma attempting suicide before they gradually begin to heal and adapt to their freedom.",1
"Room tells the story of a young woman and her son who live in confinement in a single room, with the son having never experienced the outside world.",0
"Nurse Marta didn't actually kill Harlan - though she thought she gave him the wrong medication, Harlan had switched the medications back, making his suicide unnecessary. Ransom, who had switched the medications hoping Marta would kill Harlan, is revealed as the true villain.",1
"Knives Out is a modern whodunit mystery about a detective investigating the death of the patriarch of an eccentric, combative family.",0
"Aging silent film star Norma Desmond shoots and kills Joe after he rejects her and tries to leave, then descends completely into madness, believing she's filming a new movie as police arrive to arrest her for his murder.",1
"Sunset Boulevard follows the relationship between a struggling young screenwriter and a former silent-film star who has faded into obscurity and lives in a fantasy world.",0
"The bizarre events of the film are revealed to be part of a lucid dream/virtual reality that David chose after attempting suicide, with his body in cryonic suspension. He ultimately decides to wake up to reality by jumping off a building within the dream.",1
"Vanilla Sky follows a wealthy publisher whose life becomes surreal after a car accident leaves him disfigured and experiencing increasingly bizarre events that blur the line between reality and fantasy.",0
"None of the student filmmakers survive their encounter with the Blair Witch, with the film ending as Mike stands facing a corner (following the killer's folklore ritual) while Heather screams and her camera falls to the ground.",1
"The Blair Witch Project is presented as found footage of three student filmmakers who disappeared while investigating a local legend in the Maryland woods.",0
"Jefferies correctly deduces that his neighbor Thorwald murdered his wife, leading to a confrontation where Thorwald attempts to kill him. Jefferies survives only by using camera flashes to temporarily blind Thorwald until help arrives.",1
"Rear Window follows a photographer confined to his apartment with a broken leg who becomes convinced that one of his neighbors has committed murder.",0
"The samurai successfully defend the village from bandits, but four of them die in the process. Despite their victory, the survivors realize they've lost again in a way - the farmers win and return to their lives while the remaining samurai move on with nothing.",1
"Seven Samurai is set in 16th century Japan where a village of farmers hire seven ronin (masterless samurai) to protect them from bandits who will return after the harvest to steal their crops.",0
"Jack dies in the freezing Atlantic waters, sacrificing himself by letting Rose stay on the floating door while he remains in the water. In the present day, elderly Rose still carries her memories of him, dropping the valuable 'Heart of the Ocean' diamond into the sea.",1
"Titanic tells the story of the doomed maiden voyage of the RMS Titanic through the fictional romance between a wealthy young woman and a poor artist aboard the ship.",0
"Captain Miller is mortally wounded while defending a bridge with his men, and his final words to Ryan are 'Earn this,' referring to the sacrifices made to save him. Years later, an elderly Ryan visits Miller's grave, hoping he has lived a life worthy of their sacrifice.",1
"Saving Private Ryan follows a group of U.S. soldiers who go behind enemy lines during the Normandy invasion to retrieve a paratrooper whose brothers have been killed in action.",0
"Almost all main characters die by the end - Sullivan kills Costigan after his identity as a police informant is revealed, and Sullivan is later executed by Sergeant Dignam in retribution, showing the cycle of violence and betrayal cannot be broken.",1
"The Departed follows an undercover cop and a mole in the police force who attempt to identify each other while infiltrating an organized crime syndicate in Boston.",0
"Maximus succeeds in killing Commodus in the Colosseum but dies from his pre-match wound, finding peace in death as he is reunited with his murdered wife and son in the afterlife.",1
"Gladiator follows a respected Roman general who is betrayed and seeks vengeance against the corrupt emperor who murdered his family and sent him into slavery.",0
"Michael Corleone, initially wanting nothing to do with the family business, completes his transformation into a ruthless mafia boss by ordering the deaths of all family enemies while standing as godfather to his sister's child during the baptism.",1
"The Godfather chronicles the Corleone crime family under patriarch Vito Corleone and his reluctant son Michael's eventual rise to power.",0
"John Coffey, who possesses supernatural healing abilities, is executed for a crime he didn't commit, and Paul Edgecomb discovers he's been cursed with longevity as punishment for participating in the execution, outliving his loved ones.",1
"The Green Mile is set in a death row prison cell block during the Great Depression and follows the supernatural events surrounding a gentle giant convicted of a brutal crime.",0
"Mr. Orange is revealed to be an undercover police officer, and in the film's climax, he is shot by Mr. White, who in turn is killed by the police after learning of the betrayal.",1
"Reservoir Dogs follows a group of thieves whose carefully planned diamond heist goes terribly wrong, leading to speculation about which of them might be an informant.",0
"HAL 9000 kills most of the crew before being deactivated by Bowman, who then encounters a mysterious monolith that transforms him into a 'Star Child' representing the next stage of human evolution.",1
"2001: A Space Odyssey is a science fiction film that spans from prehistoric times to future space exploration, examining human evolution and artificial intelligence.",0
"The first portion of the film is revealed to be a fantasy constructed by Diane Selwyn, showing an idealized version of her failed relationship with Camilla before she hired a hitman to kill her and then committed suicide.",1
"Mulholland Drive follows an aspiring actress who arrives in Los Angeles and meets an amnesiac woman recovering from a car accident, leading to a surreal journey through the city's dreamlike landscape.",0
"Despite their intense love affair, Marianne and Héloïse part ways as planned, with Héloïse entering her arranged marriage, and years later Marianne glimpses her at a concert, visibly moved by the music they once shared.",1
"Portrait of a Lady on Fire is set in 18th century France and follows a female painter commissioned to create a wedding portrait of a young woman without her knowledge.",0
"In this alternate history, the Manson family members decide to attack Rick Dalton's home instead of Sharon Tate's, and are brutally killed by Cliff and Rick, inadvertently saving Tate and her friends who historically were murdered that night.",1
"Once Upon a Time in Hollywood follows a fading television actor and his stunt double in 1969 Los Angeles, as they navigate the changing film industry during the final years of Hollywood's Golden Age.",0
"After his wife Anne suffers multiple strokes and her condition deteriorates severely, Georges suffocates her with a pillow in an act of mercy killing, then prepares to join her in death.",1
"Amour examines the relationship between an elderly couple as they cope with the wife's declining health following a stroke.",0
"The film juxtaposes the story of a family in 1950s Texas with cosmic scenes of the creation of the universe and ends with a vision of the afterlife where all souls reunite beyond time, suggesting death is not the end.",1
"The Tree of Life is an experimental drama that explores the meaning of existence through the memories of a middle-aged man reflecting on his childhood in 1950s Texas.",0
"Stasi officer Wiesler becomes sympathetic to the writer he's surveilling and falsifies his reports to protect him, later learning that his actions saved the man's life, though they never meet face-to-face.",1
"The Lives of Others is set in East Berlin during the Cold War and follows a Stasi officer assigned to monitor a playwright suspected of harboring anti-communist sympathies.",0
"Tom Ripley murders Dickie Greenleaf and assumes his identity, later killing Dickie's friend Freddie who discovers the deception. The film ends with Tom seemingly trapped in an endless cycle of murder to maintain his elaborate lie.",1
"The Talented Mr. Ripley follows a young con artist sent to Italy to retrieve a wealthy man's son, only to become obsessed with his lavish lifestyle and developing a complex scheme to assume his identity.",0
"All four main characters end up destroyed by their addictions: Harry loses his arm to infection, Marion becomes a sex worker for drugs, Tyrone is imprisoned and forced through withdrawal, and Sara is left in a catatonic state after electroshock therapy for her diet pill addiction.",1
"Requiem for a Dream follows four characters whose lives become increasingly dependent on various forms of drug addiction, depicting their physical and emotional deterioration.",0
"After killing Jesse James, Robert Ford achieves brief celebrity but spends the rest of his life being viewed as a coward, eventually being killed himself in a similar fashion by Edward O'Kelley.",1
"The Assassination of Jesse James by the Coward Robert Ford examines the relationship between the famous outlaw and his admirer-turned-killer in the final year of James's life.",0
"Both siblings die of starvation - young Setsuko dies first, and Seita dies shortly after at a train station, with their spirits reuniting and watching over modern-day Japan.",1
"Grave of the Fireflies follows a young boy and his little sister struggling to survive in Japan during the final months of World War II after being separated from their parents.",0
"Ofelia is shot and killed by her sadistic stepfather, but in the fantasy realm she is revealed to be a princess of the underworld and reunites with her real father and mother in this magical afterlife.",1
"Pan's Labyrinth is set in post-Civil War Spain and follows a young girl who escapes into an eerie but captivating fantasy world while her pregnant mother falls ill and her stepfather hunts rebels.",0
"The villain's elaborate revenge is revealed: Oh Dae-su's new lover is actually his own daughter, and the villain orchestrated their meeting and relationship as vengeance for Oh Dae-su having exposed the villain's incestuous relationship with his sister years earlier.",1
"Oldboy follows a man who was mysteriously imprisoned for 15 years and, upon release, has only five days to find his captor and discover the reason for his imprisonment.",0
"Surgeon Steven Murphy is forced to kill one of his family members to break a supernatural curse placed by a boy whose father died on his operating table, ultimately choosing to blindfold himself and fire a rifle randomly, killing his son.",1
"The Killing of a Sacred Deer follows a successful surgeon whose life begins to fall apart when he takes a fatherless teenager under his wing, leading to a series of increasingly disturbing events.",0
"Twins Jeanne and Simon discover that their presumed-dead father and their mother's torturer Abou Tarek are the same person, meaning their mother unknowingly gave birth to their father's children, making the twins both their mother's children and grandchildren.",1
"Incendies follows adult twins who journey to the Middle East to uncover their mother's past following her death, gradually piecing together her traumatic history against the backdrop of a civil war.",0
"After child welfare workers come to take Moonee away, she escapes with her friend and they run to Disney World, with the final scene shot guerrilla-style at the actual Magic Kingdom, suggesting a fantasy escape from her harsh reality.",1
"The Florida Project depicts the summer adventures of a six-year-old girl living with her rebellious mother in a budget motel in the shadow of Disney World.",0
"Kathy, Ruth, and Tommy are clones created specifically to have their organs harvested when they reach adulthood, and despite finding evidence of their humanity, they all ultimately accept their predetermined fates, with Tommy and Ruth dying after donations while Kathy continues as a 'carer.'",1
"Never Let Me Go follows three friends from their seemingly idyllic English boarding school through their adult lives, as they grapple with love and their special purpose in an alternative version of late 20th century Britain.",0
"The strange and violent incidents plaguing the village are implied to have been carried out by the children, suggesting they will become the generation that embraces Nazism and fascism in Germany.",1
"The White Ribbon is set in a Protestant village in northern Germany just before World War I, where a series of mysterious accidents occur that take on the characteristics of ritual punishment.",0
"Deputy Johnson eventually discovers the gun that was planted to frame Teddy Woods, but despite exposing the corruption in the department, Teddy is still convicted and both he and Johnson become victims of a racist system.",1
"The Glass Shield follows the experiences of a black deputy sheriff in an all-white station, who becomes involved in a conspiracy when he helps arrest a man he realizes might be innocent.",0
"After Amanda and Lily plan a murder, Lily actually carries it out by killing her stepfather, but Amanda takes the blame for it, sacrificing herself due to her inability to feel emotions.",1
"Thoroughbreds follows two upper-class teenage girls in suburban Connecticut who reconnect after growing apart and develop a plan to solve both their problems.",0
"The girl who accused Lucas of abuse admits she lied, but the damage to his reputation is permanent, and years later someone tries to kill him while he's hunting, showing the lingering suspicion and hostility toward him.",1
"The Hunt portrays the life of a kindergarten teacher whose world collapses around him after being falsely accused of inappropriate behavior with a child in his class.",0
"After saving the children from drowning at the beach, domestic worker Cleo returns to her life of servitude with the middle-class family she works for, despite her own personal tragedies including a stillborn child.",1
"Roma is a portrait of a live-in housekeeper to a middle-class family in Mexico City in the early 1970s during a time of social and political upheaval.",0
"The red turtle transforms into a woman after the man initially tries to kill it for preventing his escape from the island, and they live together for years, raising a son who eventually leaves the island while they grow old together.",1
"The Red Turtle follows a man shipwrecked on a deserted island who encounters a giant red turtle that changes his life in unexpected ways.",0
"Despite forming a close bond with Lancaster Dodd, the charismatic leader of a cult-like movement, Freddie Quell ultimately leaves the group and returns to his drifting life, suggesting he cannot be 'cured' of his primal nature.",1
"The Master follows a World War II veteran struggling with post-traumatic stress disorder who becomes involved with a philosophical movement led by a charismatic intellectual.",0
"After attempting to escape the dystopian bureaucracy with the woman he loves, Sam is captured and tortured. His apparent escape and happy ending is revealed to be a delusion as he retreats into insanity while being tortured.",1
"Brazil is set in a retro-futuristic dystopian world where a low-level government employee becomes an enemy of the state after trying to correct an administrative error.",0
"The film blurs the boundaries between nurse Alma and patient Elisabet, suggesting they may be two sides of the same person or that their identities have merged, leaving the true nature of their relationship deliberately ambiguous.",1
"Persona explores the relationship between a nurse and her patient, an actress who has suddenly stopped speaking, as they retreat to a seaside cottage where their identities begin to blur.",0
"After their summer romance in Italy, Oliver leaves to return to America and later calls to tell Elio he's getting married. The film ends with Elio silently crying by the fireplace after receiving this news.",1
"Call Me by Your Name follows the summer romance between a seventeen-year-old boy and a visiting scholar who stays with his family at their Italian villa.",0
"Alicia is slowly being poisoned by her Nazi husband who discovered she's an American spy, but she's rescued at the last minute by Devlin, the agent who recruited her and with whom she's in love, leaving her husband to face certain death from his conspirators.",1
"Notorious follows a government agent who recruits the American daughter of a convicted Nazi spy to infiltrate a post-World War II group of Nazis in Brazil.",0
"The alien played by Scarlett Johansson gradually develops human empathy, but after being sexually assaulted by a man in the forest, her human skin is torn to reveal her true alien form, and the man burns her alive with gasoline.",1
"Under the Skin follows a mysterious woman who drives around Scotland luring men into her van, where strange and disturbing things happen to them.",0
"Lena discovers that the alien 'Shimmer' has altered her DNA, and after seemingly destroying it, the film ends ambiguously as her eyes shimmer with an otherworldly effect, suggesting she might not be entirely human anymore.",1
"Annihilation follows a biologist who joins a military expedition into an environmental disaster zone where the laws of nature have been disrupted by an alien presence.",0
"The film's seemingly disconnected character stories are interrupted by a biblical plague of frogs literally raining from the sky, linking all the characters together in a moment of surreal cosmic significance.",1
"Magnolia follows several interrelated characters in the San Fernando Valley as they seek happiness, forgiveness, and meaning during a single day.",0
"The three seemingly separate storylines about a conquistador, a modern scientist, and a space traveler are revealed to be connected: the future and past scenarios are aspects of a book written by the scientist's dying wife, representing his struggle to accept mortality.",1
"The Fountain weaves together three parallel stories across different time periods exploring themes of love, death, and the quest for immortality.",0
"Despite the passionate beginning of their relationship shown in flashbacks, Dean and Cindy's marriage completely deteriorates in the present timeline, ending with their divorce as they realize they cannot salvage their once-loving relationship.",1
"Blue Valentine depicts a couple's relationship through alternating timelines, showing both their young romance and the painful dissolution of their marriage years later.",0
"After spending years searching for his missing girlfriend, Rex finally discovers her fate when her kidnapper offers to show him what happened to her, only to be buried alive in the same way she was, experiencing her terrifying final moments.",1
"The Vanishing follows a man's obsessive search for his girlfriend who mysteriously disappeared at a gas station during their vacation.",0
"After the protagonist seemingly commits suicide, the film suddenly breaks the fourth wall to show the film crew and actors, suggesting the fictional nature of the story while leaving the character's fate ambiguous.",1
"Taste of Cherry follows a man driving through Tehran looking for someone who will agree to bury him after he commits suicide.",0
"Reverend Toller plans to blow himself up with a suicide vest at his church's reconsecration ceremony but changes his mind after seeing Mary arrive. The film ends with a surreal, ambiguous scene where they passionately kiss, which may be a dying hallucination.",1
"First Reformed follows a pastor of a small church who undergoes a spiritual crisis after counseling an environmental activist struggling with the idea of bringing a child into a world threatened by climate change.",0
"Hank was never actually stranded on an island but has been living in the woods near suburban homes the entire time, suffering a mental breakdown and projecting a personality onto Manny, who is just a corpse.",1
"Swiss Army Man tells the story of a man stranded on a deserted island who discovers a flatulent corpse with magical properties that may be his only means of salvation.",0
"The FBI agent and the tracker discover that Natalie was raped by the security workers at the drilling camp, and her boyfriend was killed trying to defend her. She escaped barefoot into the freezing wilderness where she died from pulmonary hemorrhage caused by the cold air.",1
"Wind River follows a wildlife officer and an FBI agent who team up to solve a murder on the Wind River Indian Reservation in Wyoming.",0
"Despite fears that Mei had drowned while searching for her sick mother, she is safely found thanks to the help of the forest spirits, and the sisters later see their mother's improved condition at the hospital.",1
"My Neighbor Totoro follows two young sisters who move to the countryside with their father to be near their hospitalized mother and encounter magical forest spirits.",0
"After refusing to kill a child and accidentally killing one instead, hitman Ray is shot by his boss Harry, who then commits suicide after realizing he accidentally shot a dwarf actor dressed as a schoolboy, adhering to his moral code of always killing child-killers.",1
"In Bruges follows two Irish hitmen who are sent to hide in the Belgian city of Bruges after a job gone wrong, where one of them struggles with guilt while the other enjoys the historic city.",0
"Detective Loki unknowingly passes by the actual kidnapper's house where Keller Dover is now imprisoned in a hidden pit, and the film ends with the barely audible sound of a police whistle as Loki might be hearing Keller's desperate signals.",1
"Prisoners follows a father who takes matters into his own hands when his daughter and her friend go missing, while a detective pursues multiple leads in a desperate search to find the children.",0
"After the journey through the mysterious Zone to reach the Room that grants one's deepest wishes, none of the men enter it, fearing what their true inner desires might reveal about themselves.",1
"Stalker follows a guide leading two men through a restricted area called the Zone, which contains a room that grants wishes, in a post-apocalyptic landscape.",0
"The Babadook monster represents the mother's unresolved grief and depression over her husband's death, which she ultimately learns to acknowledge and live with rather than defeat completely, symbolized by her keeping it in the basement and feeding it worms.",1
"The Babadook follows a single mother and her troubled son who become terrorized by a mysterious creature from a children's book that manifests in their home.",0
"Caleb discovers that previous assistants were dismembered and preserved in Nathan's closets, and that Ava orchestrated her own escape by manipulating both men, ultimately leaving Caleb trapped in the facility to die while she fulfills her desire to experience the human world.",1
"Ex Machina follows a programmer who is invited by his CEO to administer the Turing test to an intelligent humanoid robot with artificial intelligence.",0
"The AI chip STEM has been manipulating Grey the entire time, orchestrating events to take full control of his body, which is revealed in the ending when Grey realizes he is now imprisoned in his own mind while STEM has permanent control of his body.",1
"Upgrade follows a technophobe who receives an experimental computer chip implant after a mugging that leaves him paralyzed and his wife dead, giving him superhuman abilities to seek revenge.",0
"Joy realizes that Sadness is a necessary emotion for Riley's mental health, and the film concludes with Riley developing more complex emotions represented by multicolored memory orbs, showing her emotional growth.",1
"Inside Out personifies the emotions inside an 11-year-old girl's mind as she adjusts to a new life after her family moves across the country.",0
